branch_id;serie;emission_date;weight;weight_m3;weight_charged;m3;shipping_value;tax_amount;total_value;type_transportation;lot;origin_branch_id;recipient_branch_id;calculation_branch_id;debit_branch_id;shipping_table_order;shipping_table;shipping_type;insurance;insurance_contract;delivery_time;doct_blocked;sender_customer_id;recipient_customer_id;consignee_customer_id;debtor_customer_id;customer_calculation_id;delivery_route_id;delivery_date;cte_protocol;cte_key;cte_situation;cte_sefaz_return;cost_center_id;bill
2;11;2022-09-10 07:40:48;12;29;35,460000;16,850000;22173.57; 221.74 ; 22395.31 ;CIF;51;10;11;10;10;1;1;RODOVIARIO;Averbado;587679;2024-02-23;0;159;80;;159;159;1;;496246806;17202292908126500014355118117368290108403333;Aguardando retorno da Sefaz;Autorizado;1;
9;11;2022-03-03 18:57:36;37;50;34,450000;52,480000;19640.49; 589.21 ; 20229.7 ;FOB;70;23;14;14;14;1;1;RODOVIARIO;Averbado;717476;2024-02-26;0;364;947;;947;947;1;;377241440;42202232908126500014355115144364390108997777;Rejeitado;Schema Invalido;1;
15;11;2023-12-02 10:04:48;25;9;11,710000;32,630000;3823.68; 114.71 ; 3938.39 ;CIF;36;17;15;17;17;1;1;RODOVIARIO;Não Averbado;;2024-02-22;0;86;263;;86;86;1;2024-02-15;348962723;47202312290812650001435511607457204010835111;Rejeitado;Schema Invalido;1;
5;10;2023-12-10 20:09:36;35;6;51,130000;12,900000;35755.5; 715.11 ; 36470.61 ;FOB;80;17;5;5;5;3;1;RODOVIARIO;Não Averbado;;2024-03-02;0;292;874;;874;874;1;;453989111;24202312290812650001435510139482188010816444;Rejeitado;Schema Invalido;1;
16;14;2023-04-14 15:36:00;50;14;52,430000;50,670000;30488.05; 914.64 ; 31402.69 ;FOB;2;15;16;16;16;1;1;AEREO;Averbado;747826;2024-02-20;0;95;851;;851;851;1;2024-03-02;674356130;47202342908126500014355146297831210108383333;Aguardando retorno da Sefaz;Autorizado;1;
25;12;2022-10-03 08:09:36;26;34;37,120000;19,990000;28029.81; 560.6 ; 28590.41 ;CIF;92;22;14;22;22;1;1;AEREO;Averbado;1262886;2024-02-21;0;955;190;;955;955;1;2024-03-05;334337261;35202210290812650001435512836417576010842222;Autorizado;Autorizado;1;
22;14;2023-02-28 22:33:36;50;21;32,620000;32,000000;5139.5; 51.4 ; 5190.9 ;CIF;8;17;15;17;17;2;1;RODOVIARIO;Averbado;1277113;2024-02-18;0;549;796;;549;549;1;;520779652;47202322908126500014355142064435501082066666;Rejeitado;Schema Invalido;1;
15;12;2023-06-02 11:31:12;44;43;13,890000;48,090000;24141.59; 724.25 ; 24865.84 ;CIF;63;12;11;12;12;3;1;AEREO;Não Averbado;;2024-02-27;0;369;263;;369;369;1;;277982936;22202362908126500014355127290884930108796666;Rejeitado;Schema Invalido;1;
17;13;2023-12-07 14:09:36;41;36;32,110000;53,430000;2937.56; 58.75 ; 2996.31 ;FOB;38;7;12;12;12;3;1;RODOVIARIO;Não Averbado;;2024-02-25;0;497;763;;763;763;1;;727269514;11202312290812650001435513689065348010888777;Rejeitado;Schema Invalido;1;
14;13;2022-05-17 05:16:48;47;16;36,250000;16,670000;14893.53; 297.87 ; 15191.4 ;CIF;47;3;12;3;3;2;1;AEREO;Não Averbado;;2024-02-25;0;289;530;;289;289;1;2024-03-02;542369095;52202252908126500014355135234742990108188888;Aguardando retorno da Sefaz;Autorizado;1;
6;11;2022-02-17 07:12:00;30;46;3,960000;17,380000;31050.36; 931.51 ; 31981.87 ;CIF;35;15;25;15;15;3;1;RODOVIARIO;Averbado;619336;2024-03-05;0;934;418;;934;934;1;;511491170;51202222908126500014355116097389800108997777;Autorizado;Autorizado;1;
9;12;2023-02-08 13:40:48;25;53;5,630000;40,200000;8298.13; 165.96 ; 8464.09 ;CIF;62;2;15;2;2;3;1;AEREO;Averbado;2256389;2024-02-23;0;447;123;;447;447;1;2024-02-26;960872912;51202322908126500014355124311189280108221111;Autorizado;Autorizado;1;
14;11;2023-11-25 20:38:24;22;25;38,320000;5,110000;16600.72; 332.01 ; 16932.73 ;CIF;69;9;5;9;9;2;1;AEREO;Não Averbado;;2024-02-17;0;778;266;;778;778;1;;206187132;17202311290812650001435511962891990108235555;Rejeitado;Schema Invalido;1;
3;12;2022-11-09 22:48:00;26;26;6,990000;5,230000;2283.37; 22.83 ; 2306.2 ;FOB;14;6;20;20;20;3;1;AEREO;Averbado;2547902;2024-02-27;0;563;461;;461;461;1;;348303473;30202211290812650001435512500559744010860888;Aguardando retorno da Sefaz;Autorizado;1;
23;13;2022-08-29 02:38:24;49;21;37,920000;21,570000;34643.73; 692.87 ; 35336.6 ;CIF;19;18;5;18;18;2;1;RODOVIARIO;Não Averbado;;2024-03-05;0;350;561;;350;350;1;2024-02-14;696330970;29202282908126500014355139765092110108715555;Autorizado;Autorizado;1;
17;13;2023-04-14 00:14:24;26;7;50,970000;5,680000;14505.54; 435.17 ; 14940.71 ;FOB;69;21;16;16;16;3;1;RODOVIARIO;Não Averbado;;2024-02-14;0;364;821;;821;821;1;2024-03-01;918642955;31202342908126500014355133113718610108312222;Autorizado;Autorizado;1;
23;10;2023-03-11 19:55:12;7;50;35,350000;16,400000;31328.07; 939.84 ; 32267.91 ;FOB;88;20;16;16;16;2;1;RODOVIARIO;Não Averbado;;2024-02-24;0;671;577;;577;577;1;;193194703;12202332908126500014355106882763200108584444;Aguardando retorno da Sefaz;Autorizado;1;
2;10;2022-03-10 07:26:24;5;31;19,280000;13,150000;33022.37; 990.67 ; 34013.04 ;FOB;4;12;3;3;3;1;1;RODOVIARIO;Averbado;1125267;2024-03-01;0;937;434;;434;434;1;2024-02-14;688122108;38202232908126500014355104406272940108216666;Autorizado;Autorizado;1;
18;15;2022-12-01 03:36:00;31;18;36,920000;40,510000;34340.95; 1030.23 ; 35371.18 ;CIF;94;2;7;2;2;1;1;RODOVIARIO;Não Averbado;;2024-02-25;0;209;431;;209;209;1;;908650390;49202212290812650001435515822795839010828555;Aguardando retorno da Sefaz;Autorizado;1;
3;12;2022-07-27 19:12:00;11;50;17,460000;29,220000;31918.07; 319.18 ; 32237.25 ;CIF;16;23;20;23;23;3;1;AEREO;Averbado;2320470;2024-02-23;0;768;919;;768;768;1;2024-02-25;738384002;16202272908126500014355123940200760108789999;Rejeitado;Schema Invalido;1;
5;11;2023-04-28 11:02:24;21;49;41,730000;22,380000;27895.87; 557.92 ; 28453.79 ;FOB;47;20;20;20;20;2;1;RODOVIARIO;Averbado;350445;2024-02-22;0;743;544;;544;544;1;;420013816;27202342908126500014355111797305500108485555;Autorizado;Autorizado;1;
18;10;2023-04-23 12:43:12;33;3;37,860000;17,490000;8477.94; 169.56 ; 8647.5 ;FOB;65;13;14;14;14;2;1;RODOVIARIO;Não Averbado;;2024-02-21;0;187;935;;935;935;1;;887106456;14202342908126500014355104895018970108163333;Aguardando retorno da Sefaz;Autorizado;1;
22;14;2023-03-09 07:55:12;20;23;39,450000;54,080000;30777.05; 615.54 ; 31392.59 ;CIF;41;8;17;8;8;3;1;AEREO;Averbado;1292162;2024-02-28;0;378;189;;378;378;1;2024-03-03;798577409;29202332908126500014355144211207540108231111;Autorizado;Autorizado;1;
4;15;2023-10-05 02:24:00;5;3;46,860000;39,810000;1227.98; 12.28 ; 1240.26 ;CIF;59;17;20;17;17;2;1;AEREO;Averbado;884336;2024-02-20;0;948;831;;948;948;1;2024-02-22;566715345;21202310290812650001435515281972535010845111;Rejeitado;Schema Invalido;1;
13;11;2023-08-23 19:12:00;18;18;48,870000;21,770000;16268.94; 325.38 ; 16594.32 ;CIF;34;2;9;2;2;1;1;AEREO;Averbado;1040029;2024-02-19;0;318;860;;318;318;1;;140403825;37202382908126500014355115414579820108533333;Rejeitado;Schema Invalido;1;
5;11;2023-09-18 23:31:12;14;46;14,250000;51,390000;35203.13; 352.03 ; 35555.16 ;FOB;6;17;13;13;13;1;1;AEREO;Averbado;971420;2024-03-01;0;183;445;;445;445;1;;454436608;42202392908126500014355116313647280108327777;Rejeitado;Schema Invalido;1;
23;13;2023-09-13 20:38:24;13;42;3,770000;17,210000;4435.56; 44.36 ; 4479.92 ;FOB;72;15;15;15;15;1;1;RODOVIARIO;Averbado;374863;2024-03-04;0;110;435;;435;435;1;2024-02-15;563667414;18202392908126500014355131634965920108737777;Rejeitado;Schema Invalido;1;
25;10;2023-06-18 22:19:12;25;47;15,880000;15,770000;27791.85; 277.92 ; 28069.77 ;CIF;7;21;13;21;21;2;1;RODOVIARIO;Averbado;758681;2024-02-14;0;163;961;;163;163;1;2024-02-14;184758557;46202362908126500014355101143763300108288888;Aguardando retorno da Sefaz;Autorizado;1;
10;11;2022-03-15 12:14:24;30;37;25,710000;28,420000;22892.05; 228.92 ; 23120.97 ;CIF;38;8;17;8;8;1;1;AEREO;Averbado;2455575;2024-02-23;0;269;609;;269;269;1;;677909312;13202232908126500014355119594251930108342222;Aguardando retorno da Sefaz;Autorizado;1;
4;11;2022-11-23 23:45:36;46;9;35,940000;49,200000;13419.14; 268.38 ; 13687.52 ;FOB;36;25;5;5;5;2;1;RODOVIARIO;Não Averbado;;2024-03-04;0;224;145;;145;145;1;2024-02-21;994998973;43202211290812650001435511733638171010873999;Rejeitado;Schema Invalido;1;
9;10;2023-11-26 02:09:36;37;37;38,740000;19,120000;3105.72; 31.06 ; 3136.78 ;CIF;19;22;19;22;22;2;1;RODOVIARIO;Não Averbado;;2024-03-03;0;36;683;;36;36;1;;185619601;31202311290812650001435510998911482010884444;Rejeitado;Schema Invalido;1;
6;13;2022-07-30 20:09:36;15;28;12,160000;25,730000;2834.77; 56.7 ; 2891.47 ;CIF;8;11;14;11;11;3;1;RODOVIARIO;Averbado;1899096;2024-03-04;0;265;435;;265;265;1;2024-03-03;501994795;29202272908126500014355133542362410108967777;Rejeitado;Schema Invalido;1;
20;14;2023-12-14 00:28:48;39;51;8,390000;54,180000;27476.58; 824.3 ; 28300.88 ;CIF;79;25;15;25;25;1;1;RODOVIARIO;Não Averbado;;2024-02-20;0;85;13;;85;85;1;2024-02-15;780517659;52202312290812650001435514964003511010891888;Aguardando retorno da Sefaz;Autorizado;1;
22;12;2023-01-23 23:02:24;7;47;52,840000;23,880000;35155.44; 351.55 ; 35506.99 ;FOB;90;15;17;17;17;3;1;RODOVIARIO;Averbado;1435627;2024-02-14;0;398;960;;960;960;1;;631017788;32202312908126500014355123133469700108646666;Autorizado;Autorizado;1;
15;11;2023-08-21 17:45:36;33;15;52,750000;18,700000;23320.97; 233.21 ; 23554.18 ;CIF;16;24;12;24;24;1;1;RODOVIARIO;Averbado;1711399;2024-03-03;0;689;499;;689;689;1;;932082061;16202382908126500014355117576461080108740000;Rejeitado;Schema Invalido;1;
8;11;2023-11-12 22:04:48;53;15;33,240000;1,710000;6854.56; 68.55 ; 6923.11 ;CIF;91;4;19;4;4;2;1;RODOVIARIO;Averbado;2018922;2024-02-20;0;375;249;;375;375;1;;447794687;38202311290812650001435511967700294010816000;Aguardando retorno da Sefaz;Autorizado;1;
5;12;2022-06-03 19:55:12;31;3;32,620000;25,650000;17447.51; 523.43 ; 17970.94 ;FOB;93;1;12;12;12;1;1;RODOVIARIO;Não Averbado;;2024-03-03;0;642;38;;38;38;1;;606894933;47202262908126500014355125048931730108235555;Autorizado;Autorizado;1;
15;12;2024-01-11 20:24:00;11;29;54,290000;35,900000;11597.72; 115.98 ; 11713.7 ;FOB;50;19;23;23;23;1;1;AEREO;Averbado;171555;2024-02-15;0;194;408;;408;408;1;;319132106;50202412908126500014355126547477700108832222;Rejeitado;Schema Invalido;1;
17;15;2022-04-06 01:40:48;24;5;10,230000;25,530000;17556.77; 526.7 ; 18083.47 ;FOB;91;23;1;1;1;2;1;RODOVIARIO;Averbado;2269106;2024-02-21;0;913;537;;537;537;1;2024-02-23;691979486;21202242908126500014355156080804870108496666;Aguardando retorno da Sefaz;Autorizado;1;
7;10;2022-06-04 10:48:00;17;8;48,310000;34,090000;8579.31; 171.59 ; 8750.9 ;FOB;82;15;2;2;2;2;1;RODOVIARIO;Averbado;2143773;2024-02-24;0;553;945;;945;945;1;;729195889;39202262908126500014355106221453240108738888;Rejeitado;Schema Invalido;1;
12;12;2022-09-25 14:52:48;52;3;11,670000;1,010000;19505.69; 195.06 ; 19700.75 ;CIF;60;17;4;17;17;3;1;RODOVIARIO;Averbado;2360366;2024-03-01;0;139;929;;139;139;1;2024-02-26;450370127;20202292908126500014355127142676780108943333;Autorizado;Autorizado;1;
10;14;2022-11-26 02:52:48;51;13;26,790000;40,040000;6012.34; 180.37 ; 6192.71 ;FOB;47;1;1;1;1;2;1;RODOVIARIO;Não Averbado;;2024-02-29;0;835;910;;910;910;1;;793606235;14202211290812650001435514444561987010882777;Rejeitado;Schema Invalido;1;
1;14;2022-08-15 17:45:36;24;9;44,110000;49,310000;35293.76; 705.88 ; 35999.64 ;FOB;86;16;12;12;12;1;1;AEREO;Não Averbado;;2024-02-22;0;870;884;;884;884;1;2024-02-28;208656437;21202282908126500014355144609417270108806666;Rejeitado;Schema Invalido;1;
4;13;2022-11-10 23:02:24;30;34;23,500000;46,950000;20552.21; 616.57 ; 21168.78 ;FOB;24;10;14;14;14;1;1;RODOVIARIO;Averbado;1003064;2024-02-20;0;182;20;;20;20;1;2024-03-02;245888947;14202211290812650001435513850611371010871666;Autorizado;Autorizado;1;
23;11;2022-09-19 18:00:00;47;25;6,750000;16,630000;4340.22; 86.8 ; 4427.02 ;CIF;6;20;13;20;20;2;1;AEREO;Averbado;1415489;2024-02-28;0;735;252;;735;735;1;2024-02-27;642871558;47202292908126500014355118849496170108838888;Rejeitado;Schema Invalido;1;
19;15;2023-06-28 15:07:12;8;17;46,640000;29,330000;9225.21; 276.76 ; 9501.97 ;CIF;86;21;4;21;21;1;1;RODOVIARIO;Não Averbado;;2024-02-29;0;432;787;;432;432;1;2024-02-29;503216505;20202362908126500014355159021595800108550000;Autorizado;Autorizado;1;
14;15;2022-04-01 03:36:00;54;2;24,030000;32,420000;23066.22; 230.66 ; 23296.88 ;CIF;89;1;22;1;1;3;1;RODOVIARIO;Não Averbado;;2024-02-16;0;821;572;;821;821;1;2024-02-24;614576997;48202242908126500014355153820018080108479999;Aguardando retorno da Sefaz;Autorizado;1;
19;15;2022-08-24 21:07:12;10;38;33,320000;7,660000;604.72; 18.14 ; 622.86 ;FOB;61;20;24;24;24;3;1;AEREO;Não Averbado;;2024-02-25;0;627;323;;323;323;1;2024-02-16;938471287;30202282908126500014355159702747601082611111;Aguardando retorno da Sefaz;Autorizado;1;
7;11;2022-12-18 14:38:24;54;51;15,050000;18,260000;25927.92; 777.84 ; 26705.76 ;FOB;90;6;21;21;21;3;1;AEREO;Averbado;1687128;2024-03-02;0;260;547;;547;547;1;;420016412;28202212290812650001435511743064888010892888;Aguardando retorno da Sefaz;Autorizado;1;
24;13;2022-10-07 08:52:48;33;9;40,600000;52,580000;4051.38; 81.03 ; 4132.41 ;CIF;43;15;2;15;15;3;1;RODOVIARIO;Não Averbado;;2024-02-26;0;367;370;;367;367;1;;478093969;40202210290812650001435513939682370010848888;Rejeitado;Schema Invalido;1;
6;12;2023-06-11 13:26:24;46;6;51,990000;20,020000;31389.04; 627.78 ; 32016.82 ;FOB;1;17;15;15;15;1;1;RODOVIARIO;Averbado;1117960;2024-02-15;0;950;80;;80;80;1;;802193807;23202362908126500014355123174088401082988888;Autorizado;Autorizado;1;
20;10;2022-08-09 07:40:48;50;48;42,440000;44,170000;27289.89; 272.9 ; 27562.79 ;FOB;34;20;1;1;1;1;1;RODOVIARIO;Não Averbado;;2024-02-28;0;60;246;;246;246;1;;527129161;15202282908126500014355108150669220108364444;Aguardando retorno da Sefaz;Autorizado;1;
7;12;2023-06-06 14:52:48;48;16;33,070000;35,320000;23839.97; 238.4 ; 24078.37 ;CIF;9;6;19;6;6;1;1;RODOVIARIO;Não Averbado;;2024-02-22;0;17;939;;17;17;1;2024-03-02;718795124;11202362908126500014355121925361950108723333;Aguardando retorno da Sefaz;Autorizado;1;
6;10;2024-01-22 11:45:36;44;32;23,980000;24,480000;16797.3; 167.97 ; 16965.27 ;CIF;5;25;12;25;25;2;1;AEREO;Averbado;1602798;2024-03-05;0;238;881;;238;238;1;;338832732;17202412908126500014355105088129770108664444;Autorizado;Autorizado;1;
22;15;2023-10-18 18:43:12;19;43;15,210000;14,700000;29243.59; 292.44 ; 29536.03 ;FOB;20;5;19;19;19;1;1;AEREO;Averbado;2356976;2024-02-20;0;162;625;;625;625;1;;197247100;42202310290812650001435515395796043010853999;Rejeitado;Schema Invalido;1;
19;10;2022-03-18 03:07:12;9;35;15,300000;16,000000;5366.97; 161.01 ; 5527.98 ;CIF;86;12;15;12;12;1;1;RODOVIARIO;Não Averbado;;2024-02-23;0;735;445;;735;735;1;;868428735;16202232908126500014355101522870401088033333;Aguardando retorno da Sefaz;Autorizado;1;
14;15;2023-10-19 20:24:00;15;48;51,690000;26,710000;33402.97; 668.06 ; 34071.03 ;FOB;23;8;25;25;25;2;1;AEREO;Não Averbado;;2024-02-18;0;789;333;;333;333;1;;411353810;21202310290812650001435515336185686010845777;Autorizado;Autorizado;1;
23;11;2022-09-29 20:09:36;2;13;45,140000;3,810000;4620.24; 46.2 ; 4666.44 ;CIF;84;10;10;10;10;1;1;AEREO;Não Averbado;;2024-02-21;0;1;389;;1;1;1;2024-02-16;484277917;41202292908126500014355113113524510108148888;Rejeitado;Schema Invalido;1;
5;10;2022-08-08 03:50:24;28;44;7,190000;50,950000;425.96; 4.26 ; 430.22 ;CIF;40;7;16;7;7;3;1;RODOVIARIO;Averbado;2320624;2024-03-01;0;530;585;;530;530;1;2024-02-28;451349040;30202282908126500014355106193620270108752222;Aguardando retorno da Sefaz;Autorizado;1;
7;13;2023-09-10 07:40:48;18;4;20,690000;4,800000;10592.18; 211.84 ; 10804.02 ;FOB;61;10;10;10;10;1;1;RODOVIARIO;Não Averbado;;2024-03-05;0;364;125;;125;125;1;;822457261;11202392908126500014355133029096160108137777;Aguardando retorno da Sefaz;Autorizado;1;
17;13;2022-11-10 07:55:12;16;4;54,680000;26,480000;35367.78; 707.36 ; 36075.14 ;FOB;71;23;6;6;6;3;1;RODOVIARIO;Averbado;856283;2024-02-19;0;31;31;;31;31;1;;602786297;13202211290812650001435513108131593010832888;Aguardando retorno da Sefaz;Autorizado;1;
25;13;2023-10-31 08:09:36;50;16;4,760000;25,630000;32942.89; 658.86 ; 33601.75 ;CIF;19;25;21;25;25;3;1;RODOVIARIO;Não Averbado;;2024-03-01;0;580;232;;580;580;1;2024-02-28;965280165;41202310290812650001435513885184641010849333;Aguardando retorno da Sefaz;Autorizado;1;
15;14;2023-05-11 03:50:24;43;5;53,460000;33,340000;5112.77; 153.38 ; 5266.15 ;CIF;64;22;19;22;22;2;1;AEREO;Averbado;468552;2024-03-02;0;870;628;;870;870;1;;136512845;18202352908126500014355141732051940108888888;Autorizado;Autorizado;1;
17;10;2023-06-25 12:43:12;23;1;16,140000;25,100000;30355.68; 303.56 ; 30659.24 ;FOB;52;15;25;25;25;3;1;AEREO;Não Averbado;;2024-03-01;0;681;862;;862;862;1;;825021726;43202362908126500014355109280610801087366666;Aguardando retorno da Sefaz;Autorizado;1;
15;13;2023-03-27 20:38:24;12;26;44,130000;28,610000;14003.28; 420.1 ; 14423.38 ;FOB;34;19;19;19;19;3;1;AEREO;Não Averbado;;2024-03-02;0;384;245;;245;245;1;;996664807;44202332908126500014355131107069400108718888;Autorizado;Autorizado;1;
8;12;2022-07-04 00:57:36;33;20;32,690000;34,490000;7004.29; 140.09 ; 7144.38 ;CIF;56;9;22;9;9;1;1;AEREO;Averbado;994525;2024-03-04;0;148;747;;148;148;1;2024-02-24;836763850;45202272908126500014355123601423000108730000;Rejeitado;Schema Invalido;1;
17;10;2023-11-16 04:04:48;52;31;31,710000;6,250000;6607.66; 66.08 ; 6673.74 ;FOB;99;2;14;14;14;1;1;AEREO;Averbado;434504;2024-02-26;0;169;837;;837;837;1;2024-02-25;205520481;14202311290812650001435510459002958010867444;Aguardando retorno da Sefaz;Autorizado;1;
7;10;2023-11-14 07:12:00;32;30;50,250000;34,520000;30947.19; 928.42 ; 31875.61 ;FOB;39;13;2;2;2;1;1;AEREO;Não Averbado;;2024-02-14;0;252;273;;273;273;1;2024-03-05;192109525;17202311290812650001435510415872237010827888;Rejeitado;Schema Invalido;1;
13;12;2023-10-25 09:36:00;15;31;5,570000;41,170000;19839.64; 595.19 ; 20434.83 ;FOB;34;9;19;19;19;1;1;RODOVIARIO;Não Averbado;;2024-02-15;0;643;284;;284;284;1;2024-02-19;149319735;16202310290812650001435512628364976010874000;Autorizado;Autorizado;1;
24;10;2022-08-12 03:21:36;21;54;51,220000;12,780000;4818.72; 48.19 ; 4866.91 ;CIF;79;23;3;23;23;3;1;AEREO;Não Averbado;;2024-03-01;0;709;479;;709;709;1;2024-02-25;833519697;47202282908126500014355103083355800108873333;Aguardando retorno da Sefaz;Autorizado;1;
15;11;2023-05-23 05:02:24;36;15;47,140000;20,650000;4898.21; 146.95 ; 5045.16 ;CIF;51;17;15;17;17;2;1;AEREO;Averbado;703478;2024-02-23;0;720;834;;720;720;1;2024-03-05;898657687;41202352908126500014355118637756840108262222;Rejeitado;Schema Invalido;1;
13;10;2022-10-21 07:40:48;26;41;21,910000;18,290000;7187.22; 143.74 ; 7330.96 ;CIF;74;2;4;2;2;1;1;AEREO;Averbado;827053;2024-02-21;0;235;429;;235;235;1;2024-02-16;312584508;11202210290812650001435510181489052010870888;Autorizado;Autorizado;1;
20;15;2024-01-06 06:28:48;20;48;32,710000;36,650000;34385.59; 343.86 ; 34729.45 ;CIF;66;6;25;6;6;1;1;AEREO;Averbado;2066267;2024-03-05;0;464;739;;464;464;1;2024-03-04;166237216;18202412908126500014355155888895201087733333;Aguardando retorno da Sefaz;Autorizado;1;
9;14;2022-05-01 11:02:24;28;23;6,820000;13,020000;34195.51; 683.91 ; 34879.42 ;FOB;49;6;16;16;16;3;1;RODOVIARIO;Não Averbado;;2024-02-21;0;161;477;;477;477;1;;834233211;51202252908126500014355145132989210108213333;Aguardando retorno da Sefaz;Autorizado;1;
10;10;2022-04-17 05:45:36;54;38;49,950000;41,730000;8061.22; 241.84 ; 8303.06 ;CIF;62;12;9;12;12;2;1;RODOVIARIO;Não Averbado;;2024-02-15;0;492;122;;492;492;1;2024-02-29;611696083;12202242908126500014355105256833830108528888;Autorizado;Autorizado;1;
20;10;2023-06-03 19:55:12;43;15;6,120000;6,470000;10536.14; 105.36 ; 10641.5 ;CIF;11;6;12;6;6;3;1;RODOVIARIO;Não Averbado;;2024-02-27;0;897;29;;897;897;1;;924747009;13202362908126500014355105866414590108801111;Autorizado;Autorizado;1;
23;14;2022-09-01 10:19:12;22;31;52,180000;6,290000;5086.6; 101.73 ; 5188.33 ;FOB;70;17;24;24;24;3;1;RODOVIARIO;Não Averbado;;2024-03-03;0;287;283;;283;283;1;;204002702;21202292908126500014355141351828401083444444;Aguardando retorno da Sefaz;Autorizado;1;
15;14;2023-03-19 18:28:48;13;50;45,750000;46,350000;29155.21; 291.55 ; 29446.76 ;CIF;35;20;16;20;20;2;1;RODOVIARIO;Não Averbado;;2024-03-02;0;622;124;;622;622;1;2024-02-22;350082432;53202332908126500014355142755394770108236666;Aguardando retorno da Sefaz;Autorizado;1;
10;15;2024-01-17 18:43:12;34;13;46,040000;47,120000;9173.54; 275.21 ; 9448.75 ;CIF;20;17;15;17;17;2;1;RODOVIARIO;Não Averbado;;2024-02-27;0;61;327;;61;61;1;;262795016;31202412908126500014355154912064590108628888;Aguardando retorno da Sefaz;Autorizado;1;
7;11;2023-01-06 12:28:48;32;11;11,560000;41,680000;21236.79; 212.37 ; 21449.16 ;FOB;26;15;2;2;2;1;1;RODOVIARIO;Averbado;799043;2024-02-21;0;858;938;;938;938;1;2024-02-27;240113763;32202312908126500014355111723270230108823333;Autorizado;Autorizado;1;
11;10;2023-08-19 03:36:00;6;37;45,080000;1,810000;9892.59; 197.85 ; 10090.44 ;FOB;54;5;23;23;23;3;1;AEREO;Averbado;2522510;2024-02-21;0;688;942;;942;942;1;2024-03-04;302174236;27202382908126500014355108435958320108475555;Rejeitado;Schema Invalido;1;
10;14;2023-06-11 21:07:12;13;3;20,150000;10,210000;4375.89; 131.28 ; 4507.17 ;FOB;73;2;13;13;13;2;1;AEREO;Não Averbado;;2024-02-21;0;200;135;;135;135;1;;807664182;36202362908126500014355142585455820108681111;Autorizado;Autorizado;1;
3;12;2023-04-28 03:07:12;21;36;26,970000;30,480000;1144.04; 22.88 ; 1166.92 ;FOB;47;16;7;7;7;1;1;AEREO;Averbado;1992403;2024-02-16;0;257;372;;372;372;1;;500191699;33202342908126500014355128432643790108447777;Aguardando retorno da Sefaz;Autorizado;1;
24;10;2023-11-01 12:28:48;13;53;37,410000;54,120000;4501.14; 45.01 ; 4546.15 ;CIF;69;18;7;18;18;2;1;RODOVIARIO;Não Averbado;;2024-03-04;0;708;775;;708;708;1;;799943335;36202311290812650001435510765392714010854000;Rejeitado;Schema Invalido;1;
14;14;2023-05-31 19:26:24;17;47;34,220000;36,680000;17765.2; 177.65 ; 17942.85 ;FOB;37;11;12;12;12;3;1;RODOVIARIO;Não Averbado;;2024-02-17;0;243;159;;159;159;1;;969364171;52202352908126500014355141617023980108565555;Aguardando retorno da Sefaz;Autorizado;1;
21;14;2022-10-28 22:48:00;48;1;38,650000;39,730000;34051.93; 1021.56 ; 35073.49 ;FOB;33;22;6;6;6;3;1;RODOVIARIO;Averbado;1062828;2024-02-17;0;859;749;;749;749;1;2024-02-21;814342477;28202210290812650001435514494559983010881888;Rejeitado;Schema Invalido;1;
20;12;2023-01-02 03:07:12;1;51;35,470000;31,770000;14872.56; 446.18 ; 15318.74 ;CIF;63;20;14;20;20;1;1;AEREO;Não Averbado;;2024-02-18;0;448;704;;448;448;1;;910271448;15202312908126500014355125528668860108580000;Rejeitado;Schema Invalido;1;
15;10;2022-02-01 01:40:48;15;39;3,390000;30,030000;8121.87; 81.22 ; 8203.09 ;CIF;89;8;14;8;8;1;1;AEREO;Averbado;2355622;2024-03-02;0;793;841;;793;793;1;2024-02-22;664028736;22202222908126500014355107249832270108243333;Autorizado;Autorizado;1;
5;11;2023-09-05 19:55:12;11;42;26,590000;18,610000;22072.33; 220.72 ; 22293.05 ;CIF;68;15;10;15;15;3;1;RODOVIARIO;Não Averbado;;2024-03-05;0;310;337;;310;310;1;2024-02-17;667410358;17202392908126500014355112843992720108880000;Aguardando retorno da Sefaz;Autorizado;1;
19;12;2023-04-08 16:48:00;23;54;14,090000;50,300000;18011.42; 180.11 ; 18191.53 ;FOB;52;6;16;16;16;1;1;RODOVIARIO;Averbado;2304319;2024-03-04;0;371;175;;175;175;1;;833356226;16202342908126500014355123961903060108775555;Aguardando retorno da Sefaz;Autorizado;1;
12;13;2022-07-16 03:21:36;1;38;11,450000;5,150000;31603.18; 632.06 ; 32235.24 ;FOB;44;12;15;15;15;1;1;RODOVIARIO;Averbado;173882;2024-02-15;0;495;478;;478;478;1;;296865834;38202272908126500014355136112604130108359999;Rejeitado;Schema Invalido;1;
5;14;2022-03-14 17:16:48;13;27;18,080000;10,810000;10198.81; 203.98 ; 10402.79 ;FOB;50;18;19;19;19;3;1;RODOVIARIO;Não Averbado;;2024-03-04;0;677;820;;820;820;1;;724052797;14202232908126500014355142716355040108466666;Rejeitado;Schema Invalido;1;
22;15;2022-04-26 13:55:12;47;45;20,510000;47,030000;2222.01; 44.44 ; 2266.45 ;FOB;21;16;24;24;24;1;1;AEREO;Averbado;1376356;2024-02-19;0;673;784;;784;784;1;2024-02-15;994131433;30202242908126500014355155215809130108811111;Autorizado;Autorizado;1;
